Rk,Players,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
318,Weston McKennie,us USA,MF,Leeds United,24-162,1998,1,0,34,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,Matches,01c3aff5
319,Dwight McNeil,eng ENG,FWDF,Everton,23-076,1999,19,11,981,10.9,2,2,4,2,0,0,2,0,0.7,0.7,1.9,2.6,27,30,47,0.18,0.18,0.37,0.18,0.37,0.07,0.17,0.24,0.07,0.24,Matches,fc15fb84
320,Scott McTominay,sct SCO,MF,Manchester Utd,26-060,1996,15,7,753,8.4,0,0,0,0,0,0,5,0,0.8,0.8,0.2,1,5,19,15,0,0,0,0,0,0.09,0.03,0.12,0.09,0.12,Matches,d93c2511
321,Ben Mee,eng ENG,DF,Brentford,33-138,1989,20,20,1748,19.4,3,0,3,3,0,0,1,0,1.6,1.6,0.2,1.7,2,32,7,0.15,0,0.15,0.15,0.15,0.08,0.01,0.09,0.08,0.09,Matches,8df7a2fb
322,Edouard Mendy,sn SEN,GK,Chelsea,30-342,1992,9,8,765,8.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,33887998
323,Nampalys Mendy,sn SEN,MF,Leicester City,30-228,1992,10,2,352,3.9,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,10,3,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches,1598599e
324,Chris Mepham,wls WAL,DF,Bournemouth,25-093,1997,17,17,1521,16.9,0,0,0,0,0,0,5,0,0.3,0.3,0.2,0.5,1,26,0,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03,Matches,fed96827
325,Illan Meslier,fr FRA,GK,Leeds United,22-341,2000,20,20,1800,20,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,6b625ac2
326,Alexander Mighten,eng ENG,FW,Nott'ham Forest,20-301,2002,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches,10ec4169
327,Luka Milivojević,rs SRB,MF,Crystal Palace,31-305,1991,11,2,293,3.3,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,1,14,2,0,0,0,0,0,0.07,0.05,0.13,0.07,0.13,Matches,2ce2508a
328,James Milner,eng ENG,DFMF,Liverpool,37-033,1986,14,5,546,6.1,0,1,1,0,0,0,1,0,0.4,0.4,0.7,1.1,12,40,52,0,0.16,0.16,0,0.16,0.06,0.12,0.18,0.06,0.18,Matches,2f90f6b8
329,Yerry Mina,co COL,DF,Everton,28-136,1994,3,3,234,2.6,1,0,1,1,0,0,1,0,0.2,0.2,0,0.2,1,7,1,0.38,0,0.38,0.38,0.38,0.09,0,0.09,0.09,0.09,Matches,6d5701f2
330,Tyrone Mings,eng ENG,DF,Aston Villa,29-330,1993,19,19,1710,19,0,1,1,0,0,0,4,0,0,0,0.6,0.6,9,57,6,0,0.05,0.05,0,0.05,0,0.03,0.03,0,0.03,Matches,8397a50c
331,Tyrick Mitchell,eng ENG,DF,Crystal Palace,23-158,1999,19,17,1370,15.2,0,2,2,0,0,0,3,1,0.3,0.3,0.7,1.1,14,60,39,0,0.13,0.13,0,0.13,0.02,0.05,0.07,0.02,0.07,Matches,5cbd1eb0
332,Kaoru Mitoma,jp JPN,FWDF,Brighton,25-262,1997,15,8,840,9.3,5,1,6,5,0,0,0,0,1.9,1.9,2.6,4.5,54,36,98,0.54,0.11,0.64,0.54,0.64,0.21,0.28,0.49,0.21,0.49,Matches,74618572
333,Aleksandar Mitrović,rs SRB,FW,Fulham,28-143,1994,18,18,1550,17.2,11,1,12,8,3,6,5,0,11.3,6.6,2,8.6,18,34,78,0.64,0.06,0.7,0.46,0.52,0.66,0.11,0.77,0.38,0.5,Matches,3925dbd6
334,Kieffer Moore,wls WAL,FW,Bournemouth,30-182,1992,20,12,1119,12.4,4,0,4,4,0,0,0,0,3.2,3.2,0.3,3.5,10,20,44,0.32,0,0.32,0.32,0.32,0.26,0.02,0.28,0.26,0.28,Matches,01ce9e70
335,Andrew Moran,ie IRL,FW,Brighton,19-114,2003,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches,c4720845
336,Álex Moreno,es ESP,DF,Aston Villa,29-243,1993,3,1,216,2.4,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,5,6,27,0,0,0,0,0,0.12,0.12,0.24,0.12,0.24,Matches,16e9d0ea
337,Mason Mount,eng ENG,MFFW,Chelsea,24-027,1999,20,19,1516,16.8,3,2,5,3,0,0,3,0,1.9,1.9,2.9,4.9,46,92,106,0.18,0.12,0.3,0.18,0.3,0.12,0.17,0.29,0.12,0.29,Matches,9674002f
338,Lucas Moura,br BRA,MFDF,Tottenham,30-177,1992,8,0,98,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,3,7,10,0,0,0,0,0,0.08,0.04,0.12,0.08,0.12,Matches,2b622f01
339,João Moutinho,pt POR,MF,Wolves,36-151,1986,19,15,1351,15,0,2,2,0,0,0,2,0,0.9,0.9,2.1,3.1,13,110,20,0,0.13,0.13,0,0.13,0.06,0.14,0.2,0.06,0.2,Matches,f5a00fa4
340,Divin Mubama,eng ENG,FW,West Ham,18-104,2004,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,92868cb5
341,Mykhailo Mudryk,ua UKR,FW,Chelsea,22-032,2001,2,1,81,0.9,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,1,5,3,0,0,0,0,0,0.38,0,0.38,0.38,0.38,Matches,049a888d
342,Jacob Murphy,eng ENG,FW,Newcastle Utd,27-347,1995,21,5,547,6.1,1,1,2,1,0,0,0,0,0.8,0.8,0.6,1.4,33,22,54,0.16,0.16,0.33,0.16,0.33,0.13,0.1,0.23,0.13,0.23,Matches,de112b84
343,Enock Mwepu,zm ZAM,FWMF,Brighton,25-036,1998,6,2,213,2.4,0,1,1,0,0,0,0,0,0.2,0.2,0.5,0.7,5,6,17,0,0.42,0.42,0,0.42,0.09,0.2,0.29,0.09,0.29,Matches,1d5cab82
344,Vitaliy Mykolenko,ua UKR,DFMF,Everton,23-253,1999,21,21,1778,19.8,0,0,0,0,0,0,3,0,0.4,0.4,0.8,1.2,25,70,47,0,0,0,0,0,0.02,0.04,0.06,0.02,0.06,Matches,30d4a2e5
345,Keylor Navas,cr CRC,GK,Nott'ham Forest,36-053,1986,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,ecada4fc
346,Wilfred Ndidi,ng NGA,MFDF,Leicester City,26-052,1996,14,10,876,9.7,0,0,0,0,0,0,3,0,0.2,0.2,0,0.2,9,37,2,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches,6b47c5db
347,Reiss Nelson,eng ENG,FW,Arsenal,23-058,1999,2,0,65,0.7,2,1,3,2,0,0,0,0,0.6,0.6,0.1,0.7,8,1,12,2.77,1.38,4.15,2.77,4.15,0.87,0.11,0.99,0.87,0.99,Matches,c5bdb6e3
348,Pedro Neto,pt POR,FWMF,Wolves,22-334,2000,8,8,599,6.7,0,0,0,0,0,0,1,0,0.7,0.7,1.2,1.9,26,18,79,0,0,0,0,0,0.1,0.18,0.28,0.1,0.28,Matches,7ba2eaa9
349,Neto,br BRA,GK,Bournemouth,33-202,1989,11,11,945,10.5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,a9dc785c
350,Rúben Neves,pt POR,MF,Wolves,25-330,1997,20,20,1800,20,5,0,5,3,2,2,7,0,3.5,1.9,0.7,2.6,17,120,7,0.25,0,0.25,0.15,0.15,0.17,0.03,0.21,0.1,0.13,Matches,44bfb6c5
351,Moussa Niakhate,fr FRA,DF,Nott'ham Forest,26-335,1996,2,2,160,1.8,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0,2,0,0,0,0,0,0,0.15,0,0.15,0.15,0.15,Matches,242715
352,Rasmus Nissen,dk DEN,DF,Leeds United,25-210,1997,14,13,1133,12.6,0,1,1,0,0,0,4,0,0.4,0.4,0.8,1.2,12,46,58,0,0.08,0.08,0,0.08,0.03,0.06,0.09,0.03,0.09,Matches,39769cff
353,Eddie Nketiah,eng ENG,FW,Arsenal,23-252,1999,18,6,691,7.7,4,0,4,4,0,0,1,0,5.6,5.6,0.3,5.8,23,9,52,0.52,0,0.52,0.52,0.52,0.72,0.03,0.76,0.72,0.76,Matches,a53649b7
354,Christian Nørgaard,dk DEN,MF,Brentford,28-333,1994,11,10,869,9.7,1,1,2,1,0,0,0,0,0.8,0.8,0.8,1.6,0,33,2,0.1,0.1,0.21,0.1,0.21,0.08,0.09,0.17,0.08,0.17,Matches,df0a4c90
355,Matheus Nunes,pt POR,MF,Wolves,24-163,1998,18,16,1339,14.9,0,1,1,0,0,0,1,0,2,2,1.6,3.6,37,48,79,0,0.07,0.07,0,0.07,0.13,0.11,0.24,0.13,0.24,Matches,e6af02e0
356,Darwin Núñez,uy URU,FW,Liverpool,23-227,1999,15,11,989,11,5,2,7,5,0,0,1,1,8.1,8.1,3.5,11.5,37,17,95,0.46,0.18,0.64,0.46,0.64,0.73,0.32,1.05,0.73,1.05,Matches,4d77b365
357,Ethan Nwaneri,eng ENG,FW,Arsenal,15-322,2007,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,7f94982c
358,Lewis O'Brien,eng ENG,MF,Nott'ham Forest,24-115,1998,13,6,584,6.5,1,0,1,1,0,0,2,0,0.3,0.3,0.2,0.5,13,21,3,0.15,0,0.15,0.15,0.15,0.05,0.03,0.08,0.05,0.08,Matches,089667a5
359,Martin Ødegaard,no NOR,MF,Arsenal,24-051,1998,19,19,1594,17.7,8,5,13,8,0,0,3,0,5.6,5.6,5,10.6,48,127,82,0.45,0.28,0.73,0.45,0.73,0.31,0.28,0.6,0.31,0.6,Matches,79300479
360,Angelo Ogbonna,it ITA,DF,West Ham,34-259,1988,6,4,387,4.3,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0,0,1,0,0,0,0,0,0.03,0.04,0.07,0.03,0.07,Matches,74b2cd7e
361,Michael Olise,fr FRA,MFFW,Crystal Palace,21-056,2001,20,14,1292,14.4,2,4,6,2,0,0,2,0,1.3,1.3,3.3,4.6,50,63,108,0.14,0.28,0.42,0.14,0.42,0.09,0.23,0.32,0.09,0.32,Matches,c4486bac
362,Robin Olsen,se SWE,GK,Aston Villa,33-029,1990,3,2,236,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,e7ee38c3
363,Amadou Onana,be BEL,MF,Everton,21-174,2001,19,17,1485,16.5,1,1,2,1,0,0,6,0,1.9,1.9,1.8,3.6,22,45,23,0.06,0.06,0.12,0.06,0.12,0.11,0.11,0.22,0.11,0.22,Matches,828657ff
364,Josh Onomah,eng ENG,MF,Fulham,25-285,1997,2,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,6612cd8c
365,Paul Onuachu,ng NGA,FW,Southampton,28-254,1994,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,2,2,0,0,0,0,0,0.07,0.16,0.23,0.07,0.23,Matches,c06d1086
366,Frank Onyeka,ng NGA,MF,Brentford,25-036,1998,12,4,442,4.9,0,1,1,0,0,0,0,0,0.4,0.4,0.5,0.9,3,15,10,0,0.2,0.2,0,0.2,0.07,0.11,0.18,0.07,0.18,Matches,2944f86f
367,Mislav Oršić,hr CRO,MF,Southampton,30-039,1992,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,ee950928
368,Dango Ouattara,bf BFA,MF,Bournemouth,20-360,2002,2,2,180,2,0,1,1,0,0,0,0,0,0.9,0.9,0.1,1,8,1,12,0,0.5,0.5,0,0.5,0.45,0.04,0.49,0.45,0.49,Matches,2f9e4435
369,Alex Oxlade-Chamberlain,eng ENG,FWMF,Liverpool,29-175,1993,8,4,314,3.5,1,0,1,1,0,0,0,0,1.3,1.3,0.9,2.2,11,12,24,0.29,0,0.29,0.29,0.29,0.37,0.25,0.62,0.37,0.62,Matches,38c7feef
370,David Ozoh,,FW,Crystal Palace,17-251,2005,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,d00d45ab
371,João Palhinha,pt POR,MF,Fulham,27-212,1995,21,21,1865,20.7,3,0,3,3,0,0,8,0,2,2,0.3,2.2,4,63,14,0.14,0,0.14,0.14,0.14,0.1,0.01,0.11,0.1,0.11,Matches,a78ff07f
372,Cole Palmer,eng ENG,FWMF,Manchester City,20-276,2002,9,0,119,1.3,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,9,7,18,0,0,0,0,0,0.05,0.14,0.19,0.05,0.19,Matches,dc7f8a28
373,Emerson Palmieri,it ITA,DFMF,West Ham,28-187,1994,10,6,457,5.1,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,21,17,29,0,0,0,0,0,0.05,0.06,0.11,0.05,0.11,Matches,e0bc6fdc
374,Lucas Paquetá,br BRA,MF,West Ham,25-163,1997,14,13,1071,11.9,2,2,4,1,1,1,3,0,2.9,2.1,0.9,3.1,6,73,36,0.17,0.17,0.34,0.08,0.25,0.25,0.08,0.32,0.18,0.26,Matches,9b6f7fd5
375,Thomas Partey,gh GHA,MF,Arsenal,29-238,1993,17,17,1449,16.1,2,0,2,2,0,0,2,0,1.6,1.6,0.8,2.4,14,121,15,0.12,0,0.12,0.12,0.12,0.1,0.05,0.15,0.1,0.15,Matches,529f49ab
376,Nathan Patterson,sct SCO,DFMF,Everton,21-113,2001,13,11,988,11,0,0,0,0,0,0,3,0,0.5,0.5,0.4,0.9,13,20,42,0,0,0,0,0,0.04,0.03,0.08,0.04,0.08,Matches,230f0471
377,Ben Pearson,eng ENG,MF,Bournemouth,28-033,1995,7,3,286,3.2,0,0,0,0,0,0,1,0,0,0,0,0,2,5,4,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches,a6b461e7
378,Andreas Pereira,br BRA,MF,Fulham,27-036,1996,22,22,1815,20.2,2,5,7,1,1,1,6,0,3.5,2.7,4.3,7,37,76,90,0.1,0.25,0.35,0.05,0.3,0.17,0.22,0.39,0.13,0.35,Matches,6639e500
379,Ayoze Pérez,es ESP,MFFW,Leicester City,29-192,1993,8,3,382,4.2,0,1,1,0,0,0,0,0,1.1,1.1,1.5,2.6,17,20,43,0,0.24,0.24,0,0.24,0.27,0.35,0.62,0.27,0.62,Matches,819aa8e7
380,Ivan Perišić,hr CRO,DFMF,Tottenham,34-004,1989,22,15,1346,15,0,5,5,0,0,0,3,0,1.5,1.5,3.7,5.2,58,42,114,0,0.33,0.33,0,0.33,0.1,0.25,0.35,0.1,0.35,Matches,6fe90922
381,Romain Perraud,fr FRA,DF,Southampton,25-137,1997,19,13,1106,12.3,2,2,4,2,0,0,2,0,1,1,1.5,2.4,19,37,74,0.16,0.16,0.33,0.16,0.33,0.08,0.12,0.2,0.08,0.2,Matches,6dfd8f05
382,Kalvin Phillips,eng ENG,MF,Manchester City,27-066,1995,3,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.18,0,0.18,0.18,0.18,Matches,4f565d77
383,Nathaniel Phillips,eng ENG,DF,Liverpool,25-322,1997,2,1,66,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0.06,0,0.06,0.06,0.06,Matches,515ebe8d
384,Jordan Pickford,eng ENG,GK,Everton,28-336,1994,20,20,1800,20,0,1,1,0,0,0,4,0,0,0,0.1,0.1,0,1,0,0,0.05,0.05,0,0.05,0,0.01,0.01,0,0.01,Matches,4806ec67
385,Ethan Pinnock,jm JAM,DF,Brentford,29-253,1993,13,13,1170,13,0,0,0,0,0,0,0,0,1,1,0.6,1.6,1,25,7,0,0,0,0,0,0.07,0.05,0.12,0.07,0.12,Matches,e541326e
386,Daniel Podence,pt POR,FWMF,Wolves,27-108,1995,21,16,1312,14.6,5,0,5,5,0,0,4,0,3.1,3.1,1.9,5,31,75,110,0.34,0,0.34,0.34,0.34,0.21,0.13,0.34,0.21,0.34,Matches,7fcc71d8
387,Nick Pope,eng ENG,GK,Newcastle Utd,30-293,1992,21,21,1890,21,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,4b40d9ca
388,Dennis Praet,be BEL,MF,Leicester City,28-268,1994,11,4,363,4,1,0,1,1,0,0,1,0,0.5,0.5,0,0.5,10,10,24,0.25,0,0.25,0.25,0.25,0.12,0,0.12,0.12,0.12,Matches,86695068
389,Isaac Price,nir NIR,MF,Everton,19-133,2003,1,0,33,0.4,0,0,0,0,0,0,1,0,0,0,0.1,0.1,1,1,0,0,0,0,0,0,0,0.26,0.26,0,0.26,Matches,b9403c99
390,Christian Pulisic,us USA,FWDF,Chelsea,24-141,1998,16,6,609,6.8,1,1,2,1,0,0,1,0,1.3,1.3,0.5,1.8,28,16,56,0.15,0.15,0.3,0.15,0.3,0.19,0.08,0.27,0.19,0.27,Matches,1bf33a9a
391,Aaron Ramsdale,eng ENG,GK,Arsenal,24-268,1998,20,20,1800,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Matches,466fb2c5
392,Jacob Ramsey,eng ENG,MF,Aston Villa,21-254,2001,18,15,1236,13.7,2,2,4,2,0,0,4,0,1.3,1.3,1.6,2.9,40,53,58,0.15,0.15,0.29,0.15,0.29,0.1,0.11,0.21,0.1,0.21,Matches,1544f145
393,Marcus Rashford,eng ENG,FW,Manchester Utd,25-098,1997,21,19,1705,18.9,10,3,13,10,0,0,2,0,8.2,8.2,2.3,10.5,49,51,142,0.53,0.16,0.69,0.53,0.69,0.43,0.12,0.56,0.43,0.56,Matches,a1d5bd30
394,David Raya,es ESP,GK,Brentford,27-144,1995,21,21,1890,21,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0,8,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches,98ea5115
395,Tim Ream,us USA,DF,Fulham,35-124,1987,22,22,1977,22,1,0,1,1,0,0,2,0,0.3,0.3,0,0.3,18,75,1,0.05,0,0.05,0.05,0.05,0.01,0,0.01,0.01,0.01,Matches,28b40c9c
396,Nathan Redmond,eng ENG,DF,Southampton,28-337,1994,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches,ab651565
397,Harrison Reed,eng ENG,MF,Fulham,28-010,1995,21,21,1725,19.2,2,1,3,2,0,0,5,0,1.3,1.3,1.8,3.1,19,56,50,0.1,0.05,0.16,0.1,0.16,0.07,0.09,0.16,0.07,0.16,Matches,803ae100
398,Bobby Reid,jm JAM,FWDF,Fulham,30-004,1993,21,21,1733,19.3,4,1,5,4,0,0,7,0,3.4,3.4,1.2,4.6,40,43,127,0.21,0.05,0.26,0.21,0.26,0.18,0.06,0.24,0.18,0.24,Matches,0f7533cd
399,Declan Rice,eng ENG,MF,West Ham,24-023,1999,21,21,1890,21,1,1,2,1,0,1,3,0,1.8,1,2.2,3.2,53,153,23,0.05,0.05,0.1,0.05,0.1,0.08,0.11,0.19,0.05,0.15,Matches,1c7012b8
400,Chris Richards,us USA,DF,Crystal Palace,22-315,2000,7,3,348,3.9,0,0,0,0,0,0,0,0,0.7,0.7,0.3,1,1,8,1,0,0,0,0,0,0.18,0.07,0.25,0.18,0.25,Matches,0a3d6d2b
401,Richarlison,br BRA,MFFW,Tottenham,25-272,1997,13,5,487,5.4,0,2,2,0,0,0,2,0,1.8,1.8,1.3,3.1,14,19,41,0,0.37,0.37,0,0.37,0.33,0.25,0.57,0.33,0.57,Matches,fa031b34
402,Jaïro Riedewald,nl NED,DFFW,Crystal Palace,26-150,1996,4,0,49,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Matches,7a1f2c08
403,Matt Ritchie,sct SCO,FW,Newcastle Utd,33-149,1989,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,71ef519e
404,Andrew Robertson,sct SCO,DF,Liverpool,28-332,1994,18,15,1322,14.7,0,5,5,0,0,0,0,0,1,1,3.4,4.4,36,76,120,0,0.34,0.34,0,0.34,0.07,0.23,0.3,0.07,0.3,Matches,2e4f5f03
405,Antonee Robinson,us USA,DF,Fulham,25-182,1997,19,19,1648,18.3,0,0,0,0,0,0,5,0,0,0,0.7,0.7,58,70,72,0,0,0,0,0,0,0.04,0.04,0,0.04,Matches,2.90E+11
406,Marc Roca,es ESP,MF,Leeds United,26-072,1996,20,19,1461,16.2,1,1,2,1,0,0,4,0,0.9,0.9,0.9,1.8,16,115,15,0.06,0.06,0.12,0.06,0.12,0.06,0.06,0.11,0.06,0.11,Matches,da27e268
407,Marek Rodák,sk SVK,GK,Fulham,26-055,1996,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,17acc2ed
408,Rodri,es ESP,MF,Manchester City,26-229,1996,20,20,1733,19.3,1,4,5,1,0,0,3,0,2.9,2.9,2.2,5.1,47,169,22,0.05,0.21,0.26,0.05,0.26,0.15,0.12,0.27,0.15,0.27,Matches,6434f10d
409,Rodrigo,es ESP,FWMF,Leeds United,31-337,1991,18,17,1296,14.4,10,1,11,9,1,1,3,0,6.5,5.7,1.5,7.2,31,30,107,0.69,0.07,0.76,0.62,0.69,0.45,0.1,0.55,0.4,0.5,Matches,1fb1c435
410,Mads Roerslev,dk DEN,DF,Brentford,23-227,1999,13,9,843,9.4,0,0,0,0,0,0,0,0,0.3,0.3,1,1.3,7,16,27,0,0,0,0,0,0.03,0.1,0.14,0.03,0.14,Matches,57c94db2
411,Cristian Romero,ar ARG,DF,Tottenham,24-285,1998,14,13,1194,13.3,0,0,0,0,0,0,7,1,0.7,0.7,0.3,0.9,12,51,4,0,0,0,0,0,0.05,0.02,0.07,0.05,0.07,Matches,a3d94a58
412,Oriol Romeu,es ESP,MF,Southampton,31-135,1991,1,1,74,0.8,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,Matches,4b511457
413,Cristiano Ronaldo,pt POR,FW,Manchester Utd,38-001,1985,10,4,525,5.8,1,0,1,1,0,0,2,0,1.9,1.9,0.4,2.3,9,12,33,0.17,0,0.17,0.17,0.17,0.32,0.07,0.4,0.32,0.4,Matches,dea698d9
414,Connor Ronan,ie IRL,MF,Wolves,24-337,1998,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches,1b804500
415,Salomón Rondón,ve VEN,FW,Everton,33-143,1989,7,1,109,1.2,0,0,0,0,0,0,0,0,0.8,0.8,0.2,1,0,1,7,0,0,0,0,0,0.66,0.13,0.79,0.66,0.79,Matches,b318a643
416,Joe Rothwell,eng ENG,MFDF,Bournemouth,28-026,1995,7,1,157,1.7,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,8,1,0,0,0,0,0,0.02,0.1,0.12,0.02,0.12,Matches,10a10454
417,Georginio Rutter,fr FRA,FW,Leeds United,20-292,2002,1,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,c64c01fc
418,José Sá,pt POR,GK,Wolves,30-020,1993,21,21,1890,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,903b6e8b
419,Marcel Sabitzer,at AUT,MF,Manchester Utd,28-326,1994,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches,e280527c
420,Allan Saint-Maximin,fr FRA,FW,Newcastle Utd,25-331,1997,13,5,552,6.1,1,3,4,1,0,0,1,0,1,1,1.2,2.3,43,34,65,0.16,0.49,0.65,0.16,0.65,0.17,0.2,0.37,0.17,0.37,Matches,2b16cb1a
421,Bukayo Saka,eng ENG,FW,Arsenal,21-154,2001,20,20,1711,19,7,7,14,6,1,1,4,0,6.1,5.5,4.6,10,98,48,265,0.37,0.37,0.74,0.32,0.68,0.32,0.24,0.56,0.29,0.53,Matches,bc7dc64d
422,Mohamed Salah,eg EGY,FW,Liverpool,30-236,1992,20,20,1776,19.7,7,4,11,7,0,0,0,0,9.2,9.2,3.7,12.9,51,66,206,0.35,0.2,0.56,0.35,0.56,0.46,0.19,0.65,0.46,0.65,Matches,e342ad68
423,William Saliba,fr FRA,DF,Arsenal,21-319,2001,20,20,1785,19.8,2,1,3,2,0,0,4,0,0.9,0.9,0.9,1.8,5,62,1,0.1,0.05,0.15,0.1,0.15,0.05,0.04,0.09,0.05,0.09,Matches,972aeb2a
424,Mohammed Salisu,gh GHA,DF,Southampton,23-295,1999,20,20,1799,20,0,1,1,0,0,0,5,0,1.2,1.2,0.5,1.7,5,77,4,0,0.05,0.05,0,0.05,0.06,0.02,0.08,0.06,0.08,Matches,0b33f6ad
